"id";"Title";"OBJ";"IDACT";"IDREL";"DATEEVENEMENT";"ACTION";"ANCIENNEVALEUR";"NOUVELLEVALEUR";"ACTEUR";"ANOMALIEDETECTEE";"CONTROLEPASCARA";"VERROUILLE";"NOTES";"IDJRN";"OBJREF";"CODE";"NOM";"STATUT";"ANOMALIE";"SCRIPTSOURCE";"TYPEEVENEMENTREF";"SOURCEREF";"RESULTATREF";"Modified";"Created";"Author";"Editor"
"50";"JRN-20260907120602300-506";"";"";"";"";"Correction de l'erreur de syntaxe du script des vues";"";"";"";"Non";"Non";"Non";"Instruction incomplète supprimée. Contrôle réalisé sans création ni suppression. Conformes=7, Manquantes=0, Doublons=0. | Execution : DSE-CONTROLE-VUES-20260907-120555";"JRN-20260907120602300-506";"JOURNAL - TYPEEVENEMENT - CORRECTION | JOURNAL - SOURCE - DSE-CONTROLE-VUES-OBJ.ps1 | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:41:44";"09/07/2026 10:06:04";"";""
"51";"JRN-20260907120602994-831";"";"";"";"";"Contrôle des vues OBJ après erreur de syntaxe";"";"";"";"Non";"Non";"Non";"Contrôle terminé. Conformes=7, Manquantes=0, Doublons=0. | Execution : DSE-CONTROLE-VUES-20260907-120555";"JRN-20260907120602994-831";"JOURNAL - TYPEEVENEMENT - FIN | JOURNAL - SOURCE - DSE-CONTROLE-VUES-OBJ.ps1 | JOURNAL - RESULTAT - TERMINE";"";"";"";"";"";"";"";"";"09/17/2026 13:41:45";"09/07/2026 10:06:04";"";""
"52";"JRN-DSE-20260907-001";"";"";"";"07/09/2026 14:35:19";"Validation Architecture DSE Progressive";"";"";"";"Non";"Oui";"Non";"Validation officielle de la méthode DSE.

OBJ devient la source officielle unique.

Tout élément peut être référencé :
- Page
- Section
- Module
- Composant
- Bannière
- FAQ
- Application
- Agent IA
- Liste
- Formulaire
- Rapport
- Workflow

OBJ-REL gère les relations.

OBJ-JRN conserve l'historique.

OBJ-REF classe les éléments.

Mise en œuvre rapide.
Référencement immédiat.
Journalisation systématique.
Amélioration continue.

Les usages réels détermineront les futurs standards DSE.

Validation officielle :
Pascal ZIMMER
07/09/2026";"";"JOURNAL - TYPEEVENEMENT - VALIDATION | JOURNAL - SOURCE - DSE | JOURNAL - RESULTAT - VALIDE";"";"";"";"";"";"";"";"";"09/17/2026 13:41:47";"09/07/2026 12:35:21";"";""
"53";"JRN-AUDIT-DSE-000001";"";"";"";"";"Création du référentiel COCKPIT AUDIT DSE";"";"";"";"Non";"Non";"Non";"Création officielle du cockpit AUDIT DSE";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:41:48";"09/07/2026 15:11:36";"";""
"54";"JRN-AUDIT-DSE-DEBUT-20260907171153";"";"";"";"07/09/2026 17:11:53";"Début création Cockpit Audit DSE";"";"";"";"Non";"Non";"Non";"Début du référencement du Cockpit Audit DSE.";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:41:49";"09/07/2026 15:11:55";"";""
"55";"JRN-AUDIT-DSE-20260907171154";"";"";"";"07/09/2026 17:11:54";"Validation architecture Cockpit Audit DSE";"";"";"";"Non";"Non";"Non";"Page Cockpit Audit DSE validée.

Sections :
- Bannière principale
- Résumé système
- Contrôle OBJ
- Contrôle OBJ-REL
- Contrôle OBJ-JRN
- Contrôle Pages SharePoint
- Analyse Pasc ARA IA
- Actions Super Administrateur
- État global DSE

Validation officielle Pascal ZIMMER.";"";"JOURNAL - TYPEEVENEMENT - VALIDATION | JOURNAL - SOURCE - IA | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:41:51";"09/07/2026 15:11:56";"";""
"56";"TEST-JRN-001";"";"";"";"09/08/2026 15:48:34";"Test Jounalisation Universelle";"";"";"";"Non";"Non";"Non";"Premier test du journal central DSE";"";"JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:41:52";"09/08/2026 15:48:35";"";""
"58";"TEST-JRN-20260908-1549";"";"";"";"09/08/2026 15:52:18";"Test Jounalisation Universelle";"";"";"";"Non";"Non";"Non";"Premier test du journal central DSE";"";"JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:41:54";"09/08/2026 15:52:20";"";""
"59";"JRN-20260908155748";"";"";"";"09/08/2026 15:57:48";"Test Jounalisation Universelle";"";"";"";"Non";"Non";"Non";"Premier test du journal central DSE";"";"JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:41:55";"09/08/2026 15:57:49";"";""
"60";"DSE-JRN-001-20260908";"";"";"";"09/08/2026 06:05:00";"";"";"";"";"Non";"Non";"Non";"Validation officielle :

Première version opérationnelle du moteur
de journalisation universelle DSE.

Création automatique dans OBJ-JRN validée.
ID automatique validé.
Date automatique validée.

Statut : VALIDÉ ✅";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:41:57";"09/08/2026 16:06:00";"";""
"61";"JRN-20260908161920";"";"";"";"09/08/2026 16:19:20";"P_ACTION";"";"";"";"Non";"Non";"Non";"P_NOTES";"";"JOURNAL - SOURCE - P_SOURCE | JOURNAL - RESULTAT - P_RESULTAT";"";"";"";"";"";"";"";"";"09/17/2026 13:41:58";"09/08/2026 16:19:21";"";""
"62";"JRN-20260910050737";"";"";"";"09/10/2026 05:07:37";"";"";"";"";"Non";"Non";"Non";"";"";"JOURNAL - HISTORIQUE NON CLASSIFIE";"";"";"";"";"";"";"";"";"09/17/2026 14:04:08";"09/10/2026 05:07:38";"";""
"63";"JRN-20260910051200";"";"";"";"09/10/2026 05:12:00";"";"";"";"";"Non";"Non";"Non";"";"";"JOURNAL - HISTORIQUE NON CLASSIFIE";"";"";"";"";"";"";"";"";"09/17/2026 14:04:08";"09/10/2026 05:12:01";"";""
"64";"JRN-GEO-20260910074245457";"";"";"";"10/09/2026 07:42:45";"Debut import CSV vers OBJ-GEO-LANGUE";"";"";"";"Non";"Non";"Non";"Operation : DSE-GEO-LANGUE-IMPORT-20260910-074243
Liste cible : OBJ-GEO-LANGUE
Fichier CSV : C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE - Coffre Ford\CSV\GEO\GEO-LANGUES.csv
Etape : DEBUT
Resultat : SUCCES

Demarrage du controle et de l'import des langues.";"";"JOURNAL - TYPEEVENEMENT - DEBUT | JOURNAL - SOURCE - POWERSHELL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:00";"09/10/2026 05:42:47";"";""
"65";"JRN-GEO-20260910074830569";"";"";"";"10/09/2026 07:48:30";"Debut import OBJ-GEO-LANGUE";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE - Coffre Ford\CSV\GEO\GEO-LANGUES.csv";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:01";"09/10/2026 05:48:32";"";""
"66";"JRN-GEO-20260910074833706";"";"";"";"10/09/2026 07:48:33";"Creation langue : Afrikaans";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000001; Code=AF; ISO=af; SharePoint=1";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:03";"09/10/2026 05:48:35";"";""
"67";"JRN-GEO-20260910074836158";"";"";"";"10/09/2026 07:48:36";"Creation langue : Amharique";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000002; Code=AM; ISO=am; SharePoint=2";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:04";"09/10/2026 05:48:37";"";""
"68";"JRN-GEO-20260910074838620";"";"";"";"10/09/2026 07:48:38";"Creation langue : Arabe";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000003; Code=AR; ISO=ar; SharePoint=3";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:06";"09/10/2026 05:48:40";"";""
"69";"JRN-GEO-20260910074840706";"";"";"";"10/09/2026 07:48:40";"Creation langue : Aymara";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000004; Code=AY; ISO=ay; SharePoint=4";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:07";"09/10/2026 05:48:42";"";""
"70";"JRN-GEO-20260910074842757";"";"";"";"10/09/2026 07:48:42";"Creation langue : Azéri";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000005; Code=AZ; ISO=az; SharePoint=5";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:09";"09/10/2026 05:48:44";"";""
"71";"JRN-GEO-20260910074844957";"";"";"";"10/09/2026 07:48:44";"Creation langue : Biélorusse";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000006; Code=BE; ISO=be; SharePoint=6";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:10";"09/10/2026 05:48:46";"";""
"72";"JRN-GEO-20260910074847084";"";"";"";"10/09/2026 07:48:47";"Creation langue : Bulgare";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000007; Code=BG; ISO=bg; SharePoint=7";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:12";"09/10/2026 05:48:48";"";""
"73";"JRN-GEO-20260910074849238";"";"";"";"10/09/2026 07:48:49";"Creation langue : Bichelamar";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000008; Code=BI; ISO=bi; SharePoint=8";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:13";"09/10/2026 05:48:50";"";""
"74";"JRN-GEO-20260910074851306";"";"";"";"10/09/2026 07:48:51";"Creation langue : Bengali";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000009; Code=BN; ISO=bn; SharePoint=9";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:15";"09/10/2026 05:48:52";"";""
"75";"JRN-GEO-20260910074853561";"";"";"";"10/09/2026 07:48:53";"Creation langue : Bosnien";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000010; Code=BS; ISO=bs; SharePoint=10";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:16";"09/10/2026 05:48:54";"";""
"76";"JRN-GEO-20260910074855563";"";"";"";"10/09/2026 07:48:55";"Creation langue : Catalan";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000011; Code=CA; ISO=ca; SharePoint=11";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:18";"09/10/2026 05:48:56";"";""
"77";"JRN-GEO-20260910074857603";"";"";"";"10/09/2026 07:48:57";"Creation langue : Chamorro";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000012; Code=CH; ISO=ch; SharePoint=12";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:19";"09/10/2026 05:48:59";"";""
"78";"JRN-GEO-20260910074859583";"";"";"";"10/09/2026 07:48:59";"Creation langue : Tchèque";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000013; Code=CS; ISO=cs; SharePoint=13";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:20";"09/10/2026 05:49:00";"";""
"79";"JRN-GEO-20260910074901717";"";"";"";"10/09/2026 07:49:01";"Creation langue : Danois";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000014; Code=DA; ISO=da; SharePoint=14";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:23";"09/10/2026 05:49:03";"";""
"80";"JRN-GEO-20260910074903688";"";"";"";"10/09/2026 07:49:03";"Creation langue : Allemand";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000015; Code=DE; ISO=de; SharePoint=15";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:23";"09/10/2026 05:49:05";"";""
"81";"JRN-GEO-20260910074905658";"";"";"";"10/09/2026 07:49:05";"Creation langue : Maldivien";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000016; Code=DV; ISO=dv; SharePoint=16";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:25";"09/10/2026 05:49:07";"";""
"82";"JRN-GEO-20260910074907671";"";"";"";"10/09/2026 07:49:07";"Creation langue : Dzongkha";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000017; Code=DZ; ISO=dz; SharePoint=17";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:26";"09/10/2026 05:49:09";"";""
"83";"JRN-GEO-20260910074909665";"";"";"";"10/09/2026 07:49:09";"Creation langue : Grec";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000018; Code=EL; ISO=el; SharePoint=18";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:29";"09/10/2026 05:49:11";"";""
"84";"JRN-GEO-20260910074911790";"";"";"";"10/09/2026 07:49:11";"Creation langue : Anglais";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000019; Code=EN; ISO=en; SharePoint=19";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:30";"09/10/2026 05:49:13";"";""
"85";"JRN-GEO-20260910074913934";"";"";"";"10/09/2026 07:49:13";"Creation langue : Espagnol";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000020; Code=ES; ISO=es; SharePoint=20";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:31";"09/10/2026 05:49:15";"";""
"86";"JRN-GEO-20260910074916075";"";"";"";"10/09/2026 07:49:16";"Creation langue : Estonien";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000021; Code=ET; ISO=et; SharePoint=21";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:33";"09/10/2026 05:49:17";"";""
"87";"JRN-GEO-20260910074918157";"";"";"";"10/09/2026 07:49:18";"Creation langue : Persan";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000022; Code=FA; ISO=fa; SharePoint=22";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:34";"09/10/2026 05:49:19";"";""
"88";"JRN-GEO-20260910074920231";"";"";"";"10/09/2026 07:49:20";"Creation langue : Peul";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000023; Code=FF; ISO=ff; SharePoint=23";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:36";"09/10/2026 05:49:21";"";""
"89";"JRN-GEO-20260910074922282";"";"";"";"10/09/2026 07:49:22";"Creation langue : Finnois";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000024; Code=FI; ISO=fi; SharePoint=24";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:37";"09/10/2026 05:49:23";"";""
"90";"JRN-GEO-20260910074924325";"";"";"";"10/09/2026 07:49:24";"Creation langue : Fidjien";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000025; Code=FJ; ISO=fj; SharePoint=25";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:38";"09/10/2026 05:49:25";"";""
"91";"JRN-GEO-20260910074926293";"";"";"";"10/09/2026 07:49:26";"Creation langue : Féroïen";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000026; Code=FO; ISO=fo; SharePoint=26";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:41";"09/10/2026 05:49:27";"";""
"92";"JRN-GEO-20260910074928475";"";"";"";"10/09/2026 07:49:28";"Creation langue : Français";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000027; Code=FR; ISO=fr; SharePoint=27";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:41";"09/10/2026 05:49:29";"";""
"93";"JRN-GEO-20260910074930860";"";"";"";"10/09/2026 07:49:30";"Creation langue : Irlandais";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000028; Code=GA; ISO=ga; SharePoint=28";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:44";"09/10/2026 05:49:32";"";""
"94";"JRN-GEO-20260910074933110";"";"";"";"10/09/2026 07:49:33";"Creation langue : Guarani";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000029; Code=GN; ISO=gn; SharePoint=29";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:44";"09/10/2026 05:49:34";"";""
"95";"JRN-GEO-20260910074935300";"";"";"";"10/09/2026 07:49:35";"Creation langue : Mannois";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000030; Code=GV; ISO=gv; SharePoint=30";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:46";"09/10/2026 05:49:36";"";""
"96";"JRN-GEO-20260910074937309";"";"";"";"10/09/2026 07:49:37";"Creation langue : Hébreu";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000031; Code=HE; ISO=he; SharePoint=31";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:47";"09/10/2026 05:49:38";"";""
"97";"JRN-GEO-20260910074939269";"";"";"";"10/09/2026 07:49:39";"Creation langue : Hindi";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000032; Code=HI; ISO=hi; SharePoint=32";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:49";"09/10/2026 05:49:40";"";""
"98";"JRN-GEO-20260910074941334";"";"";"";"10/09/2026 07:49:41";"Creation langue : Croate";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000033; Code=HR; ISO=hr; SharePoint=33";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:50";"09/10/2026 05:49:42";"";""
"99";"JRN-GEO-20260910074943290";"";"";"";"10/09/2026 07:49:43";"Creation langue : Créole haïtien";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000034; Code=HT; ISO=ht; SharePoint=34";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:52";"09/10/2026 05:49:44";"";""
"100";"JRN-GEO-20260910074945238";"";"";"";"10/09/2026 07:49:45";"Creation langue : Hongrois";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000035; Code=HU; ISO=hu; SharePoint=35";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:53";"09/10/2026 05:49:46";"";""
"101";"JRN-GEO-20260910074947254";"";"";"";"10/09/2026 07:49:47";"Creation langue : Arménien";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000036; Code=HY; ISO=hy; SharePoint=36";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:55";"09/10/2026 05:49:48";"";""
"102";"JRN-GEO-20260910074949313";"";"";"";"10/09/2026 07:49:49";"Creation langue : Indonésien";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000037; Code=ID; ISO=id; SharePoint=37";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:56";"09/10/2026 05:49:50";"";""
"103";"JRN-GEO-20260910074951387";"";"";"";"10/09/2026 07:49:51";"Creation langue : Islandais";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000038; Code=IS; ISO=is; SharePoint=38";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:58";"09/10/2026 05:49:52";"";""
"104";"JRN-GEO-20260910074953557";"";"";"";"10/09/2026 07:49:53";"Creation langue : Italien";"";"";"";"Non";"Non";"Non";"Operation : IMPORT-GEO-LANGUE-20260910-074827
ID=ID-GEO-LAN-000039; Code=IT; ISO=it; SharePoint=39";"";"JOURNAL - TYPEEVENEMENT - CREATION | JOURNAL - SOURCE - MANUEL | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:42:59";"09/10/2026 05:49:54";"";""
