"id";"Title";"IDGeoVille";"CodeVille";"CodePostal";"Latitude";"Longitude";"DescriptionVille";"Actif";"OrdreAffichage";"ValidationDSE";"Verrouille";"ControlePascAra";"AnomalieDetectee";"NotesDSE";"Modified";"OBJREF";"DepartementGeo";"Created";"Author";"Editor"
"100";"Colomieu";"01110";"01110";"01300";"45.733";"5.621";"";"Oui";"99";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:14";"";"";"09/10/2026 09:09:14";"";""
"101";"Conand";"01111";"01111";"01230";"45.892";"5.473";"";"Oui";"100";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:15";"";"";"09/10/2026 09:09:15";"";""
"102";"Condamine";"01112";"01112";"01430";"46.108";"5.551";"";"Oui";"101";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:16";"";"";"09/10/2026 09:09:16";"";""
"103";"Condeissiat";"01113";"01113";"01400";"46.157";"5.08";"";"Oui";"102";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:17";"";"";"09/10/2026 09:09:17";"";""
"104";"Confort";"01114";"01114";"01200";"46.151";"5.823";"";"Oui";"103";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:17";"";"";"09/10/2026 09:09:17";"";""
"105";"Confrançon";"01115";"01115";"01310";"46.265";"5.066";"";"Oui";"104";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:18";"";"";"09/10/2026 09:09:18";"";""
"106";"Contrevoz";"01116";"01116";"01300";"45.804";"5.628";"";"Oui";"105";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:19";"";"";"09/10/2026 09:09:19";"";""
"107";"Conzieu";"01117";"01117";"01300";"45.728";"5.607";"";"Oui";"106";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:20";"";"";"09/10/2026 09:09:20";"";""
"108";"Corbonod";"01118";"01118";"01420";"45.97";"5.81";"";"Oui";"107";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:20";"";"";"09/10/2026 09:09:20";"";""
"109";"Corlier";"01121";"01121";"01110";"46.031";"5.499";"";"Oui";"108";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:21";"";"";"09/10/2026 09:09:21";"";""
"110";"Cormoranche-sur-Saône";"01123";"01123";"01290";"46.241";"4.831";"";"Oui";"109";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:22";"";"";"09/10/2026 09:09:22";"";""
"111";"Cormoz";"01124";"01124";"01560";"46.45";"5.233";"";"Oui";"110";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:23";"";"";"09/10/2026 09:09:23";"";""
"112";"Corveissiat";"01125";"01125";"01250";"46.244";"5.482";"";"Oui";"111";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:23";"";"";"09/10/2026 09:09:23";"";""
"113";"Courmangoux";"01127";"01127";"01370";"46.331";"5.37";"";"Oui";"112";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:24";"";"";"09/10/2026 09:09:24";"";""
"114";"Courtes";"01128";"01128";"01560";"46.459";"5.101";"";"Oui";"113";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:25";"";"";"09/10/2026 09:09:25";"";""
"115";"Crans";"01129";"01129";"01320";"45.964";"5.193";"";"Oui";"114";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:26";"";"";"09/10/2026 09:09:26";"";""
"116";"Bresse Vallons";"01130";"01130";"01340";"46.308";"5.166";"";"Oui";"115";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:26";"";"";"09/10/2026 09:09:26";"";""
"117";"Cressin-Rochefort";"01133";"01133";"01350";"45.784";"5.765";"";"Oui";"116";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:27";"";"";"09/10/2026 09:09:27";"";""
"118";"Crottet";"01134";"01134";"01290";"46.278";"4.893";"";"Oui";"117";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:28";"";"";"09/10/2026 09:09:28";"";""
"119";"Crozet";"01135";"01135";"01170";"46.279";"6.014";"";"Oui";"118";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:29";"";"";"09/10/2026 09:09:29";"";""
"120";"Cruzilles-lès-Mépillat";"01136";"01136";"01290";"46.224";"4.882";"";"Oui";"119";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:29";"";"";"09/10/2026 09:09:29";"";""
"121";"Culoz-Béon";"01138";"01138";"01350";"45.847";"5.781";"";"Oui";"120";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:30";"";"";"09/10/2026 09:09:30";"";""
"122";"Curciat-Dongalon";"01139";"01139";"01560";"46.475";"5.159";"";"Oui";"121";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:31";"";"";"09/10/2026 09:09:31";"";""
"123";"Curtafond";"01140";"01140";"01310";"46.271";"5.09";"";"Oui";"122";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:32";"";"";"09/10/2026 09:09:32";"";""
"124";"Cuzieu";"01141";"01141";"01300";"45.819";"5.674";"";"Oui";"123";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:32";"";"";"09/10/2026 09:09:32";"";""
"125";"Dagneux";"01142";"01142";"01120";"45.851";"5.075";"";"Oui";"124";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:33";"";"";"09/10/2026 09:09:33";"";""
"126";"Divonne-les-Bains";"01143";"01143";"01220";"46.358";"6.136";"";"Oui";"125";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:34";"";"";"09/10/2026 09:09:34";"";""
"127";"Dompierre-sur-Veyle";"01145";"01145";"01240";"46.072";"5.206";"";"Oui";"126";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:35";"";"";"09/10/2026 09:09:35";"";""
"128";"Dompierre-sur-Chalaronne";"01146";"01146";"01400";"46.139";"4.898";"";"Oui";"127";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:36";"";"";"09/10/2026 09:09:36";"";""
"129";"Domsure";"01147";"01147";"01270";"46.419";"5.294";"";"Oui";"128";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:36";"";"";"09/10/2026 09:09:36";"";""
"130";"Dortan";"01148";"01148";"01102";"46.319";"5.66";"";"Oui";"129";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:37";"";"";"09/10/2026 09:09:37";"";""
"131";"Douvres";"01149";"01149";"01500";"45.989";"5.374";"";"Oui";"130";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:38";"";"";"09/10/2026 09:09:38";"";""
"132";"Drom";"01150";"01150";"01250";"46.218";"5.367";"";"Oui";"131";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:39";"";"";"09/10/2026 09:09:39";"";""
"133";"Druillat";"01151";"01151";"01160";"46.06";"5.318";"";"Oui";"132";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:39";"";"";"09/10/2026 09:09:39";"";""
"134";"Échallon";"01152";"01152";"01130";"46.21";"5.741";"";"Oui";"133";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:40";"";"";"09/10/2026 09:09:40";"";""
"135";"Échenevex";"01153";"01153";"01170";"46.309";"6.036";"";"Oui";"134";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:42";"";"";"09/10/2026 09:09:42";"";""
"136";"Évosges";"01155";"01155";"01230";"45.96";"5.498";"";"Oui";"135";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:42";"";"";"09/10/2026 09:09:42";"";""
"137";"Faramans";"01156";"01156";"01800";"45.904";"5.125";"";"Oui";"136";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:43";"";"";"09/10/2026 09:09:43";"";""
"138";"Fareins";"01157";"01157";"01480";"46.02";"4.761";"";"Oui";"137";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:43";"";"";"09/10/2026 09:09:43";"";""
"139";"Farges";"01158";"01158";"01550";"46.167";"5.905";"";"Oui";"138";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:44";"";"";"09/10/2026 09:09:44";"";""
"140";"Feillens";"01159";"01159";"01570";"46.336";"4.888";"";"Oui";"139";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:45";"";"";"09/10/2026 09:09:45";"";""
"141";"Ferney-Voltaire";"01160";"01160";"01210";"46.256";"6.108";"";"Oui";"140";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:46";"";"";"09/10/2026 09:09:46";"";""
"142";"Flaxieu";"01162";"01162";"01350";"45.809";"5.734";"";"Oui";"141";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:46";"";"";"09/10/2026 09:09:46";"";""
"143";"Foissiat";"01163";"01163";"01340";"46.369";"5.175";"";"Oui";"142";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:47";"";"";"09/10/2026 09:09:47";"";""
"144";"Francheleins";"01165";"01165";"01090";"46.074";"4.809";"";"Oui";"143";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:48";"";"";"09/10/2026 09:09:48";"";""
"145";"Frans";"01166";"01166";"01480";"45.991";"4.773";"";"Oui";"144";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:49";"";"";"09/10/2026 09:09:49";"";""
"146";"Garnerans";"01167";"01167";"01140";"46.205";"4.84";"";"Oui";"145";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:50";"";"";"09/10/2026 09:09:50";"";""
"147";"Genouilleux";"01169";"01169";"01090";"46.119";"4.787";"";"Oui";"146";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:50";"";"";"09/10/2026 09:09:50";"";""
"148";"Béard-Géovreissiat";"01170";"01170";"01460";"46.19";"5.555";"";"Oui";"147";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:51";"";"";"09/10/2026 09:09:51";"";""
"149";"Géovreisset";"01171";"01171";"01100";"46.255";"5.618";"";"Oui";"148";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:52";"";"";"09/10/2026 09:09:52";"";""
"150";"Gex";"01173";"01173";"01170";"46.334";"6.058";"";"Oui";"149";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:53";"";"";"09/10/2026 09:09:53";"";""
"151";"Giron";"01174";"01174";"01130";"46.225";"5.774";"";"Oui";"150";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:53";"";"";"09/10/2026 09:09:53";"";""
"152";"Gorrevod";"01175";"01175";"01190";"46.418";"4.945";"";"Oui";"151";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:54";"";"";"09/10/2026 09:09:54";"";""
"153";"Grand-Corent";"01177";"01177";"01250";"46.202";"5.432";"";"Oui";"152";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:55";"";"";"09/10/2026 09:09:55";"";""
"154";"Grièges";"01179";"01179";"01290";"46.255";"4.851";"";"Oui";"153";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:56";"";"";"09/10/2026 09:09:56";"";""
"155";"Grilly";"01180";"01180";"01220";"46.331";"6.115";"";"Oui";"154";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:56";"";"";"09/10/2026 09:09:56";"";""
"156";"Groissiat";"01181";"01181";"01100";"46.229";"5.613";"";"Oui";"155";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:57";"";"";"09/10/2026 09:09:57";"";""
"157";"Guéreins";"01183";"01183";"01090";"46.109";"4.78";"";"Oui";"156";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:58";"";"";"09/10/2026 09:09:58";"";""
"158";"Hautecourt-Romanèche";"01184";"01184";"01250";"46.159";"5.417";"";"Oui";"157";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:59";"";"";"09/10/2026 09:09:59";"";""
"159";"Plateau d'Hauteville";"01185";"01185";"01110";"45.977";"5.602";"";"Oui";"158";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:09:59";"";"";"09/10/2026 09:09:59";"";""
"160";"Haut Valromey";"01187";"01187";"01260";"45.997";"5.692";"";"Oui";"159";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:00";"";"";"09/10/2026 09:10:00";"";""
"161";"Illiat";"01188";"01188";"01140";"46.19";"4.889";"";"Oui";"160";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:01";"";"";"09/10/2026 09:10:01";"";""
"162";"Injoux-Génissiat";"01189";"01189";"01200";"46.051";"5.803";"";"Oui";"161";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:02";"";"";"09/10/2026 09:10:02";"";""
"163";"Innimond";"01190";"01190";"01680";"45.782";"5.572";"";"Oui";"162";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:03";"";"";"09/10/2026 09:10:03";"";""
"164";"Izenave";"01191";"01191";"01430";"46.039";"5.526";"";"Oui";"163";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:03";"";"";"09/10/2026 09:10:03";"";""
"165";"Izernore";"01192";"01192";"01580";"46.22";"5.555";"";"Oui";"164";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:04";"";"";"09/10/2026 09:10:04";"";""
"166";"Izieu";"01193";"01193";"01300";"45.652";"5.64";"";"Oui";"165";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:05";"";"";"09/10/2026 09:10:05";"";""
"167";"Jassans-Riottier";"01194";"01194";"01480";"45.983";"4.759";"";"Oui";"166";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:06";"";"";"09/10/2026 09:10:06";"";""
"168";"Jasseron";"01195";"01195";"01250";"46.212";"5.325";"";"Oui";"167";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:07";"";"";"09/10/2026 09:10:07";"";""
"169";"Jayat";"01196";"01196";"01340";"46.368";"5.119";"";"Oui";"168";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:07";"";"";"09/10/2026 09:10:07";"";""
"170";"Journans";"01197";"01197";"01250";"46.144";"5.33";"";"Oui";"169";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:08";"";"";"09/10/2026 09:10:08";"";""
"171";"Joyeux";"01198";"01198";"01800";"45.961";"5.1";"";"Oui";"170";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:10";"";"";"09/10/2026 09:10:10";"";""
"172";"Jujurieux";"01199";"01199";"01640";"46.039";"5.41";"";"Oui";"171";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:10";"";"";"09/10/2026 09:10:10";"";""
"173";"Labalme";"01200";"01200";"01450";"46.093";"5.483";"";"Oui";"172";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:10";"";"";"09/10/2026 09:10:10";"";""
"174";"Lagnieu";"01202";"01202";"01150";"45.904";"5.349";"";"Oui";"173";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:11";"";"";"09/10/2026 09:10:11";"";""
"175";"Laiz";"01203";"01203";"01290";"46.248";"4.89";"";"Oui";"174";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:12";"";"";"09/10/2026 09:10:12";"";""
"176";"Le Poizat-Lalleyriat";"01204";"01204";"01130";"46.154";"5.714";"";"Oui";"175";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:13";"";"";"09/10/2026 09:10:13";"";""
"177";"Lantenay";"01206";"01206";"01430";"46.058";"5.545";"";"Oui";"176";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:14";"";"";"09/10/2026 09:10:14";"";""
"178";"Lapeyrouse";"01207";"01207";"01330";"45.983";"4.975";"";"Oui";"177";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:15";"";"";"09/10/2026 09:10:15";"";""
"179";"Lavours";"01208";"01208";"01350";"45.809";"5.774";"";"Oui";"178";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:15";"";"";"09/10/2026 09:10:15";"";""
"180";"Léaz";"01209";"01209";"01200";"46.099";"5.884";"";"Oui";"179";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:16";"";"";"09/10/2026 09:10:16";"";""
"181";"Lélex";"01210";"01210";"01410";"46.303";"5.941";"";"Oui";"180";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:17";"";"";"09/10/2026 09:10:17";"";""
"182";"Lent";"01211";"01211";"01240";"46.12";"5.195";"";"Oui";"181";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:18";"";"";"09/10/2026 09:10:18";"";""
"183";"Lescheroux";"01212";"01212";"01560";"46.407";"5.143";"";"Oui";"182";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:19";"";"";"09/10/2026 09:10:19";"";""
"184";"Leyment";"01213";"01213";"01150";"45.923";"5.293";"";"Oui";"183";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:19";"";"";"09/10/2026 09:10:19";"";""
"185";"Leyssard";"01214";"01214";"01450";"46.156";"5.476";"";"Oui";"184";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:20";"";"";"09/10/2026 09:10:20";"";""
"186";"Surjoux-Lhopital";"01215";"01215";"01420";"46.022";"5.778";"";"Oui";"185";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:21";"";"";"09/10/2026 09:10:21";"";""
"187";"Lhuis";"01216";"01216";"01680";"45.746";"5.535";"";"Oui";"186";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:22";"";"";"09/10/2026 09:10:22";"";""
"188";"Lompnas";"01219";"01219";"01680";"45.803";"5.519";"";"Oui";"187";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:22";"";"";"09/10/2026 09:10:22";"";""
"189";"Loyettes";"01224";"01224";"01360";"45.774";"5.204";"";"Oui";"188";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:23";"";"";"09/10/2026 09:10:23";"";""
"190";"Lurcy";"01225";"01225";"01090";"46.064";"4.782";"";"Oui";"189";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 09:10:24";"";"";"09/10/2026 09:10:24";"";""
